0A,0A
4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
4000,4000,4000,4000,4000,0700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4000,4000
4000,4000,4000,4000,4000,4700,0208,0200,0200,0200,0200,0200,0200,0200,0200,4000,4000
4000,4000,4000,4000,4000,4700,0200,0200,0200,0200,0200,0200,0200,0200,0200,4000,4000
4000,4000,4000,4000,4000,4700,0200,0200,0200,0200,0200,0200,0200,0200,0200,4000,4000
4000,4000,4000,4000,4000,4700,0200,0200,0007,0007,0007,0007,0007,0200,0200,4000,4000
4000,4000,4000,4000,4000,4700,0200,0200,0007,0007,0007,0007,0007,0200,0200,4000,4000
4000,4000,4000,4000,4000,4700,0200,0200,0007,0007,0007,0007,0007,0200,0200,4000,4000
4000,4000,4000,4000,4000,4700,0200,0200,0007,0007,0007,0007,0007,0200,0200,4000,4000
4000,4000,4000,4000,4000,4700,0200,0200,0007,0007,0007,0007,0007,0200,0200,4000,4000
4000,4000,4000,4000,4000,4700,0200,0200,0007,0007,0007,0007,0007,0200,0202,2200,2206
4000,4000,4000,4000,4000,4700,0200,0200,0007,0007,0007,0007,0007,0200,0202,2200,2206
4000,4000,4000,4000,4000,4700,0200,0200,0200,0200,0200,0200,0200,0200,0200,4000,4000
4000,4000,4000,4000,4000,4700,0200,0200,0200,0203,0203,0200,0200,0200,0200,4000,4000
4000,4000,4000,4000,4000,4000,4000,4000,4000,2200,2200,4000,4000,4000,4000,4000,4000
4000,4000,4000,4000,4000,4000,4000,4000,4000,2206,2206,4000,4000,4000,4000,4000,4000
