08,05
4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,0000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0200,0200,0200,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,4000,4000
4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0200,0200,0200,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,4000,4000
4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0200,0200,0200,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,4000,4000
4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0200,0200,0200,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,4000,4000
4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0200,0200,0200,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0000,4000,4000
4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0200,0200,0200,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0000,4000,4000
4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0000,4000,4000
4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0000,4000,4000
4000,4000,4000,0100,4000,0200,0200,0200,0200,0200,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0000,4000,4000
4000,4000,4000,4000,4000,0400,0400,0400,0400,0300,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0000,4000,4000
4000,4000,4000,4000,4000,0400,0400,0400,0400,0300,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0000,4000,4000
4000,4000,4000,4000,4000,0415,0400,0400,0400,0300,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0200,0200,0200,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0000,4000,4000
4000,4000,4000,4000,4000,0400,0400,0400,0400,0300,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0200,0200,0200,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0000,4000,4000
4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0200,0200,0200,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0000,4000,4000
4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0200,0200,0200,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0002,2000,2006
4000,4000,4000,0100,4000,0200,0200,0200,0200,0200,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0200,0200,0200,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0002,2000,2006
4000,4000,4000,4000,4000,0400,0400,0400,0400,0300,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0200,0200,0200,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0000,4000,4000
4000,4000,4000,4000,2400,0404,0400,0400,0400,0300,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0200,0200,0200,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0000,4000,4000
4000,4000,4000,4000,2400,0404,0400,0400,0400,0300,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0000,4000,4000
4000,4000,4000,4000,4000,0400,0400,0400,0400,0300,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0000,4000,4000
4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0000,4000,4000
4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0000,4000,4000
4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0000,4000,4000
4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0200,0200,0200,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0000,4000,4000
4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0200,0200,0200,0000,0000,0000,0000,0000,0000,0100,0100,0000,0000,0000,0000,0000,0000,4000,4000
4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0200,0200,0200,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,4000,4000
4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0200,0200,0200,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,4000,4000
4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0200,0200,0200,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,4000,4000
4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0100,0100,0100,0100,0000,0000,0000,0000,0100,0100,0100,0000,0000,0000,0000,0200,0200,0200,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,4000,4000
