0B,0C
4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,2200,2200,4000,4000,4000,4000,4000,4000,4000,4000
4000,4000,4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0201,0201,0200,0200,0200,0200,0200,0200,4000,4000
4000,4000,4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,4000,4000
4000,4000,4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,4000,4000
4000,4000,4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,4000,4000
4000,4000,4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,4000,4000
4000,4000,4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,4000,4000
4000,4000,4000,4000,4000,4000,2200,0204,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0202,2200,2206
4000,4000,4000,4000,4000,4000,2200,0204,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0202,2200,2206
4000,4000,4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,4000,4000
4000,4000,4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,4000,4000
4000,4000,4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,4000,4000
4000,4000,4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,4000,4000
4000,4000,4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,0200,4000,4000
4000,4000,4000,4000,4000,4000,4000,0200,0200,0200,0200,0200,0200,0203,0203,0200,0200,0200,0200,0200,0200,4000,4000
4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,2200,2200,4000,4000,4000,4000,4000,4000,4000,4000
4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,2206,2206,4000,4000,4000,4000,4000,4000,4000,4000
